job_id,company_name,title,description,max_salary,pay_period,location,company_id,views,med_salary,min_salary,formatted_work_type,applies,original_listed_time,remote_allowed,job_posting_url,application_url,application_type,expiry,closed_time,formatted_experience_level,skills_desc,listed_time,posting_domain,sponsored,work_type,currency,compensation_type,normalized_salary,zip_code,fips
2954591060,Naked Wardrobe,Social Media Coordinator,"Global Sculpted Streetwear fashion brand, Naked Wardrobe, is searching to hire a highly creative Social Media Coordinator to develop, write and share innovative content with the world to drive sales and while building brand awareness on all social media platforms. This candidate will be working alongside our marketing team to ensure customer engagement, brand consistency, and a positive customer experience. Responsibilities: Execute content scheduling, social moderation, and analytics for company social media channelsAnalyzes and reports on audience demographics and engagement metrics, social media campaigns, and online reviews/feedbackPropose new ideas and concepts for social media content and productsUse timelines and scheduled content to create a constant stream of new content for audience interaction to optimize visits Qualifications Bachelors degree preferredTech and social media expert (IG, FB, TikTok, Pinterest, SnapChat, etc).3-5 experience in marketing within the fashion/retail industryExpertise in multiple social media platforms with experience in content/marketing calendars, scheduling, community moderation and social analytic skillsExcellent copywriting skillsAbility to identify and produce creative contentRemain innovative by setting trends in digital technologies and act proactivelyExcellent communication and collaboration skillsMust reside in or near Los Angeles. ",28.0,HOURLY,"Los Angeles, CA",23674217.0,23.0,,25.0,Full-time,4.0,1713467362000.0,,https://www.linkedin.com/jobs/view/2954591060/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1729019344000.0,,,,1713467362000.0,,0,FULL_TIME,USD,BASE_SALARY,55120.0,90001.0,6037.0
2957460032,"Executive Cleaning Services, Inc",Professional Window Cleaning Technician,"Executive Cleaning Services, Inc. is not a maid service, but has been offering specialized cleaning services to primarily high-end residential clients for over 35 years in the greater Omaha area. We offer window cleaning, power washing, carpet cleaning, air duct and dryer vent cleaning, gutter cleaning and more.
We are in the process of filling multiple lead technician positions. We are looking for high character, clean cut, individuals with great interpersonal skills to work with our amazing clients.
We will train for the specialized skill and technique set for each position, but are looking for detail-minded individuals that have prior experience in the skilled trades or have extensive experience working with their hands in manual labor types of jobs. Must have prior experience safely and confidently working on extension ladders up to 32 feet in height.
Must be able to work proficiently outdoors in all types of weather, hot or cold. Due to the fact that we also work in clients homes, honesty and integrity are a must, and therefore we do thorough background and police record checks.
Any prior record of theft would disqualify an individual. Lead technicians drive company trucks from our location in downtown Millard and are required to have a clean driving record with no DUI records in the last 5 years.
Executive Cleaning Services property and vehicles and our clients properties are smoke-free zones. Smoking is not permitted on the job.
If you have a positive attitude, are teachable, physically fit, enjoy manual labor, can work in a fast paced environment, and are punctual and dependable, you can excel in this position. We have amazing clients that appreciate exceptional service and reward our technicians with tips. Lead technicians can expect to make $500-$1000+ a month in tips in addition to regular wages.",40.0,HOURLY,"Omaha, NE",10378739.0,5.0,,25.0,Full-time,,1712346783000.0,,https://www.linkedin.com/jobs/view/2957460032/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1714938783000.0,,,,1712346783000.0,,0,FULL_TIME,USD,BASE_SALARY,67600.0,68102.0,31055.0
2974397965,Lynx Systems,Marketing Coordinator,"Micro Technology Services Inc. is a leading provider of Duress and Mass Notification systems. The Lynx System is used by healthcare, education, and corporate facilities to deliver critical information to employees, security, or police.We are looking for a marketing coordinator who acts as an individual contributor to join our team and help us create and execute marketing campaigns for the Lynx System. In this role, you will be responsible for developing marketing collateral, creating graphic designs, managing our online presence, and manage the Marketing related relationship with partners and vendors
The ideal candidate will have a strong understanding of marketing principles and be able to think creatively to develop effective marketing campaigns. 
 If you are a creative and motivated individual who is looking for a challenging and rewarding opportunity, we encourage you to apply.
Responsibilities:Create professional looking PowerPoint slide decks for the sales teamCreate graphic designs for various marketing materialsWrite marketing material various use and applicationsManage our online presence, including website and social media platformsCreate and manage email and mail campaignsCreate short videos as sales tools and marketing campaignsDevelop and maintain marketing collateral, such as brochures, flyers, and email website landing pagesPlan and manage all Lynx and non-Lynx events for distribution, channel partners, Trade shows and internal sales team.Manage co-marketing projects with partners for brand exposure.Daily interaction with Sales team to assess marketing needsWork with management team to develop strategic marketing plansPerform other duties when assigned
Essential Skills
· Marketing Portfolio with examples of graphic design and/or marketing copy· Skilled in any design tool like Canva, CorelDRAW, Photoshop, or other graphic system· Ability to organize and prioritize effectively, excellent use of time management. · Event planning experience· Ability to effectively work independently as well as within in a team· Ability to effectively negotiate · Exceptional writing and editing 

Education and Experience: · 3+ years marketing experience· Prior experience building strong business relationships both internally and externally· Prior experience creating and executing coordinated channel marketing strategies· Prior experience planning events. 
Valued but not required …· Bachelor’s Degree in marketing or related field· Channel / B2B marketing knowledge and experience· Experience with CRM and marketing automation· Experience in security and/or surveillance industry· ROI reporting and tracking· Determine method for tracking ROI of marketing initiatives and report findings

Physical Demands:The physical demands and work environment characteristics described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
· Employee is occasionally required to lift 20-25 lbs. · Expected travel time for this position is 5%
Location: Richardson, TXType: Full-timeBenefits: Medical Insurance, 401K, 3 weeks PTO per year, 8 paid holidays, Hybrid Work from home policiesPlease submit resumes to job@mitsi.com No Walk-ins or Phone Calls",85000.0,YEARLY,"Richardson, TX",6556800.0,3.0,,75000.0,Full-time,,1713471597000.0,,https://www.linkedin.com/jobs/view/2974397965/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716063597000.0,,,,1713471597000.0,,0,FULL_TIME,USD,BASE_SALARY,80000.0,75080.0,48113.0
2987175317,"W.C. Construction Company, LLC",Construction Project Manager,"Primary duties include:

Developing projects budgets

Project estimating, bidding and writing detailed proposals

Negotiating and preparing purchase orders, change orders, and subcontract agreements

Scheduling (manpower and construction schedules)

Maintaining project files and ensuring documents are complete and current

Maintaining quality control and safety standards

Coordinating daily task with Superintendent and Subcontractor

Project Closeout

Send, receive, correct & modify project documents

Coordinate and maintain vendor & supplier database records

Reviewing submittals & specifications

Communication with designer, owner, and subcontractors to foster strong relationships

Ability to multi-task and establish priorities; strong management skills.

Maintaining Subcontractor relationships and performance

Maintaining quality control and safety standards

Material procurement and monitoring deliveries to jobsites

Attend Pre-bid/bid meetings 

Coordinate with upper level management

",,,Raleigh-Durham-Chapel Hill Area,5023795.0,8.0,,,Full-time,,1713293225000.0,,https://www.linkedin.com/jobs/view/2987175317/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1728845199000.0,,,,1713293225000.0,,0,FULL_TIME,,,,,
2989631782,ActOne Group,Administrative Assistant - CONCUR,"Global Financial Services firm is seeking an experienced Executive Administrative Assistant to join their New York City offices. Remarkable opportunity for qualified Executive Administrative Assistants seeking a challenging and dynamic role. 
Responsibilities include but not limited to:Executive level support to multiple Managing Directors,Managing travel expenses for 15-20 bankers through Concur,Overseeing the collection and processing of receipts,Maintaining complex calendar coordination, Managing a deadlines with precision, Provide back-up coverage for other team admins.Assist with logistical arrangements for events including conference room preparation and webinar hosting.
Skills/Requirements:High emphasis collaborative mindset/team player,Experience with Concur is required,Experience in a supportive position to multiple people highly preferred,Demonstrate quick learning aptitude,Ability to thrive in a high-pressure, deadline-driven environment,Exceptional time management skills,Prioritization skills and capacity to multitask.",90000.0,YEARLY,"New York, NY",3496915.0,1.0,,75000.0,Full-time,,1713563741000.0,,https://www.linkedin.com/jobs/view/2989631782/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716155741000.0,,Associate,,1713563741000.0,,0,FULL_TIME,USD,BASE_SALARY,82500.0,10001.0,36061.0
3018278978,Aston Carter,Seasonal Office Administrator,"Seasonal Office Admin

Responsibilities

Will be checking in trucks as they bring cherry loads from various farmersWill document details about loadWill also create labels and tags for produce

Requirements

Clerical skills.Not be afraid of working in a manufacturing environment.Will be during harvest season: Long hours during 4-5 week harvest.

Pay: $18 - $20

Shift/Hours: 6am-2:30pm M-F, once in full harvest, 4 weeks will be 7 days/week 10 hour days

Duration: Seasonal (About 4 months)

Location: Dayton, OR

﻿

Apply Now!

About Aston Carter

Aston Carter provides world-class corporate talent solutions to thousands of clients across the globe. Specialized in accounting, finance, human resources, talent acquisition, procurement, supply chain and select administrative professions, we extend the capabilities of industry-leading companies. We draw on our deep recruiting expertise and expansive network to meet the evolving needs of our clients and talent community with agility and excellence. With offices across the U.S., Canada, Asia Pacific and Europe, Aston Carter serves many of the Fortune 500. We are proud to be a ClearlyRated Best of Staffing® double diamond winner for both client and talent service.

Diversity, Equity & Inclusion

At Aston Carter, Diversity And Inclusion Are a Bridge Towards The Equity And Success Of Our People. DE&I Are Embedded Into Our Culture Through

Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our people

The company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.

If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email astoncarteraccommodation@astoncarter.com for other accommodation options.",,,"Dayton, OR",13153.0,279.0,,,Contract,2.0,1710460800000.0,,https://www.linkedin.com/jobs/view/3018278978/?trk=jobs_biz_prem_srch,https://jsv3.recruitics.com/redirect?rx_cid=3374&rx_jobId=JP-004371479&rx_url=https%3A%2F%2Fars2.equest.com%2F%3Ficid%3Dlinkedin_recruitics%26response_id%3D6ad35995d27f4dc773a4e197670e198d%26rx_campaign%3DLinkedin1%26rx_ch%3Dconnector%26rx_group%3D328868%26rx_job%3DJP-004371479%26rx_medium%3Dpost%26rx_r%3Dnone%26rx_source%3DLinkedin%26rx_ts%3D20240406T064801Z%26rx_vp%3Dslots,OffsiteApply,1714987249000.0,,Entry level,,1712395249000.0,jsv3.recruitics.com,0,CONTRACT,,,,97114.0,41071.0
3040487795,Lead Lab,Digital Marketing Intern,"We are looking for a creative, self-motivated marketing student with strong communication skills to join our small but mighty digital marketing team as an intern this summer. This paid internship is a 12-week program that will allow you to work directly with our team on day-to-day tasks and deliverables. This internship will primarily focus on organic marketing efforts. 
Your day to day will look like…Managing social media content calendarCreating engaging social media postsDesigning and executing monthly newslettersCrafting compelling blog postsProducing short-form videos for TikTok, Facebook and InstagramContributing to web design efforts
Who we areWe are a digital marketing and lead generation company based in Redmond, WA. We generate online leads for clients using paid advertising strategies. In addition to our lead generation efforts, we support clients in social media marketing, web design, email marketing campaigns and more. On a typical day, you can find us: working on copy and creative, developing ad campaigns, discussing new marketing trends and topics, creating landing pages and diving into reports and analytics.
We take our work seriously, but never ourselves. We help our people grow. Personal growth and professional development is more than a mantra. We give our team members new opportunities to learn at each step. We also let people focus on what they are good at.
Who you areYou’re a self-starter who knows how to take ownership and initiative. You’re a strong writer and effective communicator. You’re eager to learn new things and you’re willing to think outside the box. You’re equal parts creative and critical-thinker. You can switch gears quickly and you enjoy a good challenge. You’re ready to learn new things, but you also bring new ideas to the table! You have a good sense of humor and a strong grasp on GIF culture (a vital component to communication on Slack)Bonus points: You have a Goodreads account (kidding… kind of)
Logistics12-week program (beginning May-June depending on your schedule)25 hours/week$25/hrHybrid in-person/remote schedule (option to be fully remote)Must be a full-time WA or SC resident
How to Apply?Send us your resume along with your top three strengths to support@theleadlab.us - no cover letter needed!",,HOURLY,"Redmond, WA",11444024.0,7.0,25.0,,Internship,3.0,1713459407000.0,,https://www.linkedin.com/jobs/view/3040487795/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716051407000.0,,,,1713459407000.0,,0,INTERNSHIP,USD,BASE_SALARY,52000.0,98052.0,53033.0
3045980831,Armstrong Builders LLC,Project Engineer,"JOB DESCRIPTION:The Project Engineer assists the Superintendents and Project Managers in field work support, estimating, procurement, preparing reports, subcontracts, and providing overall support in every aspect of each project. Attention to detail and excellent communication skills are a must. Upcoming residential projects are located on Hawaii Island.Skills & ExperienceConstruction/Civil Engineering, Architecture or Project Management degrees preferredExcellent working knowledge of construction procedures, building systems and toolsAbility to solve problems and work under pressureKnowledgeable at reading plans, shop drawings and specificationsExcellent math and computer skillsAbility to effectively communicate with workers and trades.Knowledge of MS Office, Bluebeam, and Procore",90000.0,YEARLY,"Kailua-Kona, HI",2316373.0,4.0,,60000.0,Full-time,,1713481272000.0,,https://www.linkedin.com/jobs/view/3045980831/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1729033239000.0,,,,1713481272000.0,,0,FULL_TIME,USD,BASE_SALARY,75000.0,96740.0,15001.0
3075721793,ASA Architects,Architect/Project Manager,"Company DescriptionASA Architects, P.A. is one of the largest architectural firms in the Southern New Mexico/West Texas region. Established in 1968, the firm specializes in public projects and educational facility design. With corporate offices in Las Cruces, New Mexico, and a satellite office in El Paso, Texas, ASA Architects aims to provide a consistently high level of service to its clients. The firm's mission is to develop plans that match clients' needs, objectives, and resources, while maintaining strong client relationships and making a positive impact on the community.
Role DescriptionThis is a full-time on-site role for an Architect/Project Manager at ASA Architects located in Las Cruces, NM. The Architect/Project Manager will be responsible for overseeing the design and construction process for public projects and educational facilities. Their day-to-day tasks will include managing project timelines, budgets, and resources; coordinating with clients, contractors, and vendors; and ensuring compliance with building codes and regulations. The Architect/Project Manager will play a vital role in delivering high-quality architectural services and contributing to the firm's mission.
QualificationsBachelor's or Master's degree in ArchitectureProfessional licensure as an architectFive years of experience Proven experience managing architectural projects from concept to completionStrong knowledge of construction methods, materials, and building codesProficiency in architectural design software and toolsExcellent communication and interpersonal skillsAttention to detail and ability to multitaskAbility to work effectively in a team and collaborate with cross-functional stakeholdersKnowledge of sustainable design principles and LEED certification is a plusExperience working on public projects and educational facility design is a plus",60000.0,YEARLY,"Las Cruces, NM",1408415.0,,,50000.0,Full-time,,1712886751000.0,,https://www.linkedin.com/jobs/view/3075721793/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715478751000.0,,,,1712886751000.0,,0,FULL_TIME,USD,BASE_SALARY,55000.0,88001.0,35013.0
3117273910,Cape Fear Commercial,Administrative Assistant,"Cape Fear Commercial is seeking a resourceful, self-starter to fill the full-time position of Brokerage Assistant. This position provides administrative and marketing support for the firm’s brokerage team, assisting with client communications, property marketing efforts, the management of listings and various tasks related to lease and sale transactions. 
The ideal candidate for this role not only has a strong work ethic and demonstrates a high degree of professionalism but is also organized, detail-oriented and excels in a fast-past, team-oriented environment. 
PRIMARY RESPONSIBILITIES (include, but are not limited to): • Provides administrative support to the brokerage team, assisting with the management of listings and various tasks related to lease and sale transactions • Prepares property marketing materials, to include listing flyers, offering packages, tour books, proposals, presentations and mailers • Conducts research and assists with information gathering, utilizing the MLS, Secretary of State website, Google Earth and various county resources (GIS, Register of Deeds and Tax Records) • Enters & maintains listings in the MLS, Loopnet, CoStar and other property marketing databases • Coordinates property showings via telephone and email; assists with showings if/when licensed • Helps to coordinate property signage for listings • Assists with data entry, as well as expiration and deal tracking utilizing CRM software • Works with brokers to prepare proposals, Letters of Intent, RFPs, listing agreements, purchase and sale agreements, and other transaction related documents • Reviews documents for accuracy • Assists with the coordination & execution of corporate events as needed • Performs other general administrative duties, including physical/electronic document filing, copying/scanning, email monitoring and making travel arrangements 
EDUCATION & EXPERIENCE • Bachelor’s degree or equivalent work experience • 2-5 years of experience supporting senior-level executives • Real estate license or willingness to obtain one • Experience in commercial real estate preferred, but not required",,,"Wilmington, NC",10225354.0,23.0,,,Full-time,2.0,1713389657000.0,,https://www.linkedin.com/jobs/view/3117273910/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715981657000.0,,,,1713389657000.0,,0,FULL_TIME,,,,28401.0,37129.0
3127577086,Avero Diagnostics,Histologist - HT,"JOB SUMMARYThe Histology Technician/Technologist assists in the processing of specimen samples for pathology examinations. Histology Technicians work under the supervision of the AP Laboratory leadership and/or Medical Director or a pathologist.Northwest Pathology, P.S. dba Avero Diagnostics operates on a 24/7/365 basis; individuals may be required to work various shifts, including days, nights, weekends, and holidays. Schedule flexibility with and without advanced notice is required. ESSENTIAL JOB DUTIESPerforms routine and special procedures as authorized by the department supervisor. Organize specimen samples for processing and testing to ensure proper patient specimen identification including labeling of all cassettes, slides, and other containers as necessary. Utilize proper preparation and use of reagents, timing of processing, quantities of specimen, and techniques of processing for the various stages of processing.Accurately records incoming and outgoing work on appropriate logs. Accurately labels and loads cassettes onto tissue processors. Maintains processors according to schedule, and accurately prepares processing reagents. Performs specimen disposal. Accurately embeds and cuts tissue according to policies and procedures. Accurately maintains the file room, files blocks, and slides according to policies and procedures.Answers client questions when the question pertains to the gross room, specimen receipt, specimen collection, and specimen discrepancies.Maintains cleanliness of histology area, including but not limited to gross room, embedding and microtomy areas, store room, etc.Maintains inventory and notifies supervisor when supplies are needed.Performs routine non-gyn cytology preparation, including description and cellblock submission. Adheres to QC procedures established in the department.Exhibits a complete understanding of policies and procedures within areas of the Histology lab.Complies with established departmental policies, procedures, objectives, quality assurance, cleanliness, safety, and infection control procedures.Accurately calibrates selected instruments.Notifies supervisor of non-complying QC. Performs staining procedures as authorized by the department supervisor. Prepares and maintains staining reagents.Performs routine H&E stains.Performs special stains. Performs immunoperoxidase procedures. Maintains processors, stainers, coverslippers, and embedding equipment.Assists in receipt and processing of gross pathology. Assists pathologists on special procedures.Assist in training of new employees as authorized by department supervisor – correctly demonstrating procedures and use of equipment.Performs tasks of department supervisor in his/her absence – as qualified to do including operating the department within policies and procedures, delegating duties, and appropriately communicating information within the laboratory.Via the computer, accurately orders patient requests, and additional tests, modify orders, order slide labels, print specimen logs, and look up patient reports. Improves technical knowledge and skills by participating in continuing education through pertinent seminars, in-services, and reading technical literature.Participate in training and other learning opportunities to expand knowledge of company and position.Attends and productively engages in designated team and/or department meetings, which may or may not occur outside of scheduled shifts. EDUCATION/CERTIFICATION/LICENSE High School Diploma or equivalent required; college degree is a plusActive and valid US State-Issued Driver’s License with acceptable motor vehicle record as defined and approved by the company’s vehicle insurance carrier. Certified HT (ASCP): NAACLS accredited Histo Technician Program OR minimum of 60 college hours with at least 24 hours of science: 6 must be chemistry, 6 must be biology and the other 12 can be any combination of chemistry, biology, and medical laboratory technology. HT (ASCP) certification is required.  EXPERIENCEMinimum 1 year of experience required: Histology laboratory experience Laboratory and/or healthcare environment experience is a plus. KNOWLEDGE, SKILLS AND ABILITIES Ability to demonstrate rigid accuracy in the identification of specimens and recording of names and numbers, experienced in embedding, cutting, routine, and special stains, as well as immunohistochemistry staining.Ability to maintain a high level of integrity and discretion regarding patient and other confidential information.Willingly accepts responsibilities and schedules assigned by the supervisor and pathologists.Strong aptitude and interest in science preferred.Must follow the laboratory’s procedures for specimen handling and processing, test analyses, reporting, and maintaining records of test examinations.Must maintain records that demonstrate that proficiency testing samples are tested in the same manner as patient specimens.Must adhere to the laboratory’s quality control policies, and document all quality control activities, instrument and procedural calibrations, and maintenance performed. Must follow the laboratory’s established policies and procedures whenever test systems are not within the laboratory’s established acceptable levels of performance. Must be capable of identifying problems that may adversely affect test performance or reporting of test results and either must correct the problems or immediately notify the supervisor or director.Must document all corrective actions taken when test systems deviate from the laboratory’s established performance specifications. Must be able to utilize and maintain slide label printer and report printer. Adheres to preventative maintenance schedules on all equipment in the department.Exhibits patience and approachability, sets positive tone and example for team member behavior, work ethic & quality, abilities, skills, and overall performance.Demonstrates ability to maintain confidentiality at all levels; acts with high integrity.Establishes and maintains solid interpersonal relationships with team members across all levels of an organization. Demonstrates and facilitates professional communication skills; must be able to understand, listen, write, and speak fluently, professionally, and, effectively in the English language. Motivated, responsible, and organized self-starter who excels at time management, timely follow-up, meeting commitments, and, possesses a passion for continuous learning and improvement. Strong attention to detail, analytical, research, and problem-solving skills. Pro-active ability to identify, assess, improve/refine, and solve complex challenges, processes, and/or situations.Ability to successfully work collaboratively within a team as well as independently with minimal supervision. Flexible and able to thrive in a fast-paced, high-growth, team-based environment while successfully handling competing and ever-changing priorities and responsibilities with frequent interruptions. Solid track record of taking responsibility and holding one’s self-accountable for high-quality task deliverables within established deadlines. Effective facilitation, collaboration, negotiation, and conflict resolution abilities. Professionally exhibit personal presentation as it relates to appearance, communication, and actions. Proficient software/computer skills utilizing various applications which include, but are not limited, to the following: MS Windows, MS Outlook, MS Word, MS Excel, health care database/systems, etc.Regular and predictable attendance and punctuality.Focused on overall team success vs. solely on individual success.  WORKING CONDITIONSWe share a collaborative obligation to ensure that we conduct ourselves in the utmost ethical manner and that we hold each other accountable to the values and standards of the organization. Every employee has the responsibility to ask questions, seek guidance, and report concerns and/or violations of company policy or ethical standards. The organization has several processes in place to communicate with leadership and expects that employees will commit to integrity and uncompromising values.This position works in a demanding, fast-paced office and lab environment with the need to meet daily workload requirements. Incumbents may be exposed to chemicals and require the use of personal protection equipment and universal precautions.This role routinely uses standard office equipment such as computers/keyboards/mice, printers, phones, mobile devices, photocopiers, filing cabinets, fax machines, etc. The noise level in the office work environment varies from moderate to loud. The statements contained herein reflect general details as necessary to describe the principal functions of this job, the level of knowledge and skill typically required and the scope of responsibility but should not be considered an all-inclusive listing of work requirements. Individuals may perform other duties and/or work various shifts as assigned including work in other functional areas to cover absences or relief, to equalize peak work periods, or otherwise to balance the workload. Furthermore, they do not establish an employment contract and are subject to change at the discretion of the employer.
Apply through our career page directly: https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=112e7572-66a9-4d2f-9f8e-8dee27026d6a&ccId=19000101_000001&lang=en_US
",,,"Bellingham, WA",1703759.0,3.0,,,Full-time,,1713458189000.0,,https://www.linkedin.com/jobs/view/3127577086/?trk=jobs_biz_prem_srch,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=112e7572-66a9-4d2f-9f8e-8dee27026d6a&ccId=19000101_000001&lang=en_US,OffsiteApply,1716050189000.0,,,,1713458189000.0,,0,FULL_TIME,,,,98225.0,53073.0
3169712432,SysMind,Salesforce Vlocity Developer,"Role: Salesforce Vlocity DeveloperLocation: Newark, NJ/Jersey City, NJ (Onsite) · Must have Skills 5 years of Salesforce Vlocity experience.· Experience in implementing solutions in SF adhering to SF s recommended standards Comfortable having conversations with business and BAs about OOTB vs customization· Must have the knowledge in Copado with Vlocity Devops· Must have outstanding Salesforce administration experience.· Sound knowledge in Jenkins, Bitbucket, JIRA , Github· Hands on technical experience in Visual Studio postman SOAP UI APEX and all std out of the box SFDC features End to End requirement· Analysis design and development Writing custom Lightning Components in Java Script within the LWC framework· Client facing and good communication skillsInsurance domain knowledge certification",,,"Jersey City, NJ",85964.0,146.0,,,Contract,16.0,1713211344000.0,,https://www.linkedin.com/jobs/view/3169712432/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715803344000.0,,,,1713211344000.0,,0,CONTRACT,,,,7302.0,34017.0
3177010992,ABC Farigua Division,Customer Service Representative,"We are seeking future agents to join our team!We are looking for driven, self-motivated, hardworking, and business-oriented Health Insurance Agents. While the expectation level is set high, we’re still a fun-loving office comprised of like-minded young professionals that become family. Our office frequently has events, outings, and other activities to celebrate our hard work.
- Full-time position. No part-time positions available.- Professional demeanor and dresscode required.- Experience in sales is preferred, but not required.- Computer proficiency (including typing) and MS Office required. Use of an auto-dialer preferred.- Florida 2-15 Health, Life & Annuities License required. We help you in obtaining this if not currently licensed.- Unlimited & FREE in-house leads provided for you. NO COLD-CALLING.- Also included are Weekly Advances, Monthly Commission Paychecks, Quarterly Bonuses and the opportunity to receive Monthly Production Bonuses, Residuals, and participation in our stock programs.
Job Types: Full-time, Contract
Pay: $75,000.00 - $105,000.00 per year
Benefits:Flexible schedule
Compensation package:Bonus opportunitiesCommission pay
Schedule:Monday to FridayRotating weekends
Application Question(s):Are you able to pass a background check through the state of Florida?
License/Certification:Health Insurance License (Preferred)
Work Location: 7055 S Kirkman Rd, Orlando FL",105000.0,YEARLY,"Greater Orlando, FL",72313277.0,6.0,,75000.0,Full-time,,1713462283000.0,,https://www.linkedin.com/jobs/view/3177010992/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716054283000.0,,Entry level,,1713462283000.0,,0,FULL_TIME,USD,BASE_SALARY,90000.0,32801.0,12095.0
3184403524,San José Clinic,Events & Communications Assistant,"San José ClinicExxonMobil Foundation Community Summer Jobs Program
POSITION: Events & Communications Assistant DEPARTMENT: Development REPORTS TO: James Heard, Senior Events & Communications Coordinator 
Job Type: Internship | May 27, 2024 - August 23, 2024Location: Midtown
ABOUT SAN JOSÉ CLINIC: San José Clinic, a 501(c)(3) nonprofit organization and the original safety-net clinic in Houston, is the leading provider of quality healthcare services for uninsured and uninsurable individuals and families in the greater Houston area. For the past century, the clinic has provided healthcare for those who need a healthy home the most, including primary and specialty medical and dental care as well as laboratory, radiology, vision, and pharmacy services. 
OUR MISSION: The mission of San José Clinic is to provide healing through quality healthcare and education with respect and compassion for those with limited access to care. 
 INTERNSHIP HIRING GUIDELINES: • Intern must be a currently enrolled undergraduate student who will return to college full-time (minimum of 12 credits per semester) as a sophomore, junior or senior in the fall of 2023.• All required paperwork, including student enrollment and verification form and intern profile, must be submitted by May 17, 2024.• Organizations must obtain written documentation from the intern’s college indicating their full-time undergraduate status. o If the form provided is not used, other acceptable correspondence must be on university letterhead bearing the imprinted college seal and signature of the director of admissions. The correspondence must include current enrollment, full-time status, and student’s classification and anticipated graduation date. o Also acceptable are a letter of acceptance, tuition payment or dorm registration receipt for fall 2024.
INTERN RESPONSIBILITIES: 1.Event & Fundraising Coordination a. Collaborate with Sr. Events Coordinator to complete pre-event tasks such as budgeting, fundraising, and coordinating volunteer placements. b. Develop and manage timelines for upcoming clinic events, including the Back-to-School event, White Mass, annual Gala, and Speaker Series. c. Interface with patients and families to gather key information in preparation for the Back-to-School event in August 2024. d. Liaise with third-party vendors and event entertainment contacts.2.Communications Support a. Collaborate with Marketing & PR Coordinator to design and post social media collateral on Facebook, Twitter, Instagram, and LinkedIn. b. Represent San José Clinic at community events or meetings with community representatives3.Assist with document archiving and organization of Development Department storage areas.4.Maintain confidentiality of patient and donor information/records at all times.5.Support a culture of philanthropy internally and externally.6.Follow all HIPAA and OSHA guidelines and regulations.7.Maintain established San José Clinic policies, procedures, objectives, quality assurance, safety, environmental and infection control.8.Implement job responsibilities in a manner that is consistent with our mission and Code of Conduct and is supportive of San José Clinic’s cultural diversity objectives.9.Perform other related work as required.
KEY QUALIFICATIONS: A successful intern will have: 1.Interest in learning more about the intricacies of nonprofit work, specifically howdevelopment activities further broader organizational goals.2.Fluency in English and Spanish (not required, but strongly recommended).3.Flexibility, creativity, curiosity, and a passion for working with underserved communities.4.The ability to work effectively in a group or individually.5.A willingness to get their hands dirty by implementing, creating, and assembling decor,materials, and more.6.High-level organizational and time management skills.7.A positive, go-getter attitude.8.No issues asking for advice or resources when needed.9.Effective verbal and written communication skills.10.An openness to receiving constructive feedback as a pathway to professional growth.11.Strong relationship-building skills when working with diverse populations.12.The ability to handle multiple projects with overlapping deadlines in a high-pressure andfast-paced environment.13.A professional and courteous demeanor when interacting with their supervisor, other staffmembers, and the public.14.A willingness to learn how the clinic’s Catholic identity informs our mission and goals.15.Proficiency with Microsoft Office applications such as Outlook, Word, Excel, andPowerPoint.
PHYSICAL REQUIREMENTS: 1.Ability to sit, stand, bend, and stoop for (long) periods of time.2.Ability to exert up to 50 pounds of force occasionally/ frequently.3.Ability to respond to emergency/crisis situations.
INTERN PAYMENT:35-hour workweek (exclusive of lunch/dinner) for an eight-week periodSalary of $4,200",,MONTHLY,"Houston, TX",1216717.0,5.0,4200.0,,Internship,,1713207206000.0,,https://www.linkedin.com/jobs/view/3184403524/?trk=jobs_biz_prem_srch,,SimpleOnsiteApply,1715799206000.0,1713207715000.0,,,1713207206000.0,,0,INTERNSHIP,USD,BASE_SALARY,50400.0,77002.0,48201.0
